1.95E+09,-9.47E+00
1.96E+09,-9.28E+00
1.96E+09,-9.03E+00
1.97E+09,-8.76E+00
1.97E+09,-8.47E+00
1.98E+09,-8.21E+00
1.98E+09,-7.98E+00
1.99E+09,-7.78E+00
1.99E+09,-7.61E+00
2.00E+09,-7.47E+00
2.00E+09,-7.38E+00
2.01E+09,-7.33E+00
2.01E+09,-7.31E+00
2.02E+09,-7.33E+00
2.02E+09,-7.40E+00
2.03E+09,-7.50E+00
2.03E+09,-7.65E+00
2.04E+09,-7.84E+00
2.04E+09,-8.05E+00
2.05E+09,-8.29E+00
2.05E+09,-8.54E+00
2.06E+09,-8.81E+00
2.06E+09,-9.11E+00
2.07E+09,-9.40E+00
2.07E+09,-9.67E+00
2.08E+09,-9.92E+00
2.08E+09,-1.01E+01
2.09E+09,-1.03E+01
2.09E+09,-1.03E+01
2.10E+09,-1.02E+01
2.10E+09,-1.01E+01
2.11E+09,-9.83E+00
2.11E+09,-9.50E+00
2.12E+09,-9.14E+00
2.12E+09,-8.75E+00
2.13E+09,-8.36E+00
2.13E+09,-8.01E+00
2.14E+09,-7.68E+00
2.14E+09,-7.41E+00
2.15E+09,-7.19E+00
2.15E+09,-7.04E+00
2.16E+09,-6.95E+00
2.16E+09,-6.92E+00
2.17E+09,-6.97E+00
2.17E+09,-7.06E+00
2.18E+09,-7.22E+00
2.18E+09,-7.45E+00
2.19E+09,-7.75E+00
2.19E+09,-8.11E+00
2.20E+09,-8.55E+00
2.20E+09,-9.05E+00
2.21E+09,-9.62E+00
2.21E+09,-1.02E+01
2.22E+09,-1.09E+01
2.22E+09,-1.16E+01
2.23E+09,-1.22E+01
2.23E+09,-1.27E+01
2.24E+09,-1.31E+01
2.24E+09,-1.32E+01
2.25E+09,-1.31E+01
2.25E+09,-1.28E+01
2.26E+09,-1.25E+01
2.26E+09,-1.22E+01
2.27E+09,-1.18E+01
2.27E+09,-1.15E+01
2.28E+09,-1.12E+01
2.28E+09,-1.10E+01
2.29E+09,-1.09E+01
2.29E+09,-1.09E+01
2.30E+09,-1.09E+01
2.30E+09,-1.10E+01
2.31E+09,-1.11E+01
2.31E+09,-1.14E+01
2.32E+09,-1.18E+01
2.32E+09,-1.23E+01
2.33E+09,-1.29E+01
2.33E+09,-1.36E+01
2.34E+09,-1.45E+01
2.34E+09,-1.55E+01
2.35E+09,-1.69E+01
2.35E+09,-1.85E+01
2.36E+09,-2.06E+01
2.36E+09,-2.30E+01
2.37E+09,-2.55E+01
2.37E+09,-2.61E+01
2.38E+09,-2.41E+01
2.38E+09,-2.15E+01
2.39E+09,-1.93E+01
2.39E+09,-1.76E+01
2.40E+09,-1.62E+01
2.40E+09,-1.52E+01
2.41E+09,-1.44E+01
2.41E+09,-1.39E+01
2.42E+09,-1.36E+01
2.42E+09,-1.34E+01
2.43E+09,-1.34E+01
2.43E+09,-1.36E+01
2.44E+09,-1.39E+01
2.44E+09,-1.44E+01
2.45E+09,-1.49E+01
2.45E+09,-1.56E+01
2.46E+09,-1.62E+01
2.46E+09,-1.66E+01
2.47E+09,-1.65E+01
2.47E+09,-1.59E+01
2.48E+09,-1.49E+01
2.48E+09,-1.37E+01
2.49E+09,-1.25E+01
2.49E+09,-1.14E+01
2.50E+09,-1.03E+01
2.50E+09,-9.46E+00
2.51E+09,-8.70E+00
2.51E+09,-8.04E+00
2.52E+09,-7.49E+00
2.52E+09,-7.02E+00
2.53E+09,-6.63E+00
2.53E+09,-6.31E+00
2.54E+09,-6.06E+00
2.54E+09,-5.85E+00
2.55E+09,-5.70E+00
2.55E+09,-5.59E+00
2.56E+09,-5.52E+00
2.56E+09,-5.49E+00
2.57E+09,-5.48E+00
2.57E+09,-5.49E+00
2.58E+09,-5.50E+00
2.58E+09,-5.52E+00
2.59E+09,-5.52E+00
2.59E+09,-5.51E+00
2.60E+09,-5.48E+00
2.60E+09,-5.41E+00
2.61E+09,-5.30E+00
2.61E+09,-5.14E+00
2.62E+09,-4.93E+00
2.62E+09,-4.68E+00
2.63E+09,-4.39E+00
2.63E+09,-4.09E+00
2.64E+09,-3.77E+00
2.64E+09,-3.47E+00
2.65E+09,-3.18E+00
2.65E+09,-2.91E+00
2.66E+09,-2.67E+00
2.66E+09,-2.45E+00
2.67E+09,-2.26E+00
2.67E+09,-2.10E+00
2.68E+09,-1.96E+00
2.68E+09,-1.86E+00
2.69E+09,-1.77E+00
2.69E+09,-1.70E+00
2.70E+09,-1.65E+00
2.70E+09,-1.62E+00
2.71E+09,-1.60E+00
2.71E+09,-1.60E+00
2.72E+09,-1.61E+00
2.72E+09,-1.63E+00
2.73E+09,-1.66E+00
2.73E+09,-1.70E+00
2.74E+09,-1.75E+00
2.74E+09,-1.79E+00
2.75E+09,-1.84E+00
2.75E+09,-1.89E+00
2.76E+09,-1.92E+00
2.76E+09,-1.95E+00
2.77E+09,-1.96E+00
2.77E+09,-1.96E+00
2.78E+09,-1.94E+00
2.78E+09,-1.90E+00
2.79E+09,-1.83E+00
2.79E+09,-1.76E+00
2.80E+09,-1.67E+00
2.80E+09,-1.57E+00
2.81E+09,-1.47E+00
2.81E+09,-1.37E+00
2.82E+09,-1.27E+00
2.82E+09,-1.19E+00
2.83E+09,-1.10E+00
2.83E+09,-1.02E+00
2.84E+09,-9.55E-01
2.84E+09,-9.01E-01
2.85E+09,-8.57E-01
2.85E+09,-8.25E-01
2.86E+09,-8.03E-01
2.86E+09,-7.91E-01
2.87E+09,-7.86E-01
2.87E+09,-7.95E-01
2.88E+09,-8.15E-01
2.88E+09,-8.45E-01
2.89E+09,-8.82E-01
2.89E+09,-9.30E-01
2.90E+09,-9.84E-01
2.90E+09,-1.04E+00
2.91E+09,-1.11E+00
2.91E+09,-1.17E+00
2.92E+09,-1.24E+00
2.92E+09,-1.31E+00
2.93E+09,-1.37E+00
2.93E+09,-1.42E+00
2.94E+09,-1.46E+00
2.94E+09,-1.47E+00
2.95E+09,-1.47E+00
2.95E+09,-1.45E+00
