# Version 1.00
#
freq[Hz] db:Trc1_S11 ang:Trc1_S11 db:Trc2_S11 ang:Trc2_S11 db:Trc3_S11 ang:Trc3_S11 db:Trc4_S11 ang:Trc4_S11 
2.000000000000000E+009 -9.213158030354629E+000 -8.042771438604632E+001 -9.213158030354629E+000 -8.042771438604632E+001 -9.213158030354629E+000 -8.042771438604632E+001 -9.213158030354629E+000 -8.042771438604632E+001 
2.005000000000000E+009 -9.348399689899152E+000 -7.991512223772774E+001 -9.348399689899152E+000 -7.991512223772774E+001 -9.348399689899152E+000 -7.991512223772774E+001 -9.348399689899152E+000 -7.991512223772774E+001 
2.010000000000000E+009 -9.394243353303677E+000 -7.934685419575132E+001 -9.394243353303677E+000 -7.934685419575132E+001 -9.394243353303677E+000 -7.934685419575132E+001 -9.394243353303677E+000 -7.934685419575132E+001 
2.015000000000000E+009 -9.373998387473838E+000 -7.889642323383721E+001 -9.373998387473838E+000 -7.889642323383721E+001 -9.373998387473838E+000 -7.889642323383721E+001 -9.373998387473838E+000 -7.889642323383721E+001 
2.020000000000000E+009 -9.286336967022328E+000 -7.869953495412722E+001 -9.286336967022328E+000 -7.869953495412722E+001 -9.286336967022328E+000 -7.869953495412722E+001 -9.286336967022328E+000 -7.869953495412722E+001 
2.025000000000000E+009 -9.155892098075370E+000 -7.885080488315501E+001 -9.155892098075370E+000 -7.885080488315501E+001 -9.155892098075370E+000 -7.885080488315501E+001 -9.155892098075370E+000 -7.885080488315501E+001 
2.030000000000000E+009 -9.008244900231578E+000 -7.925409776735707E+001 -9.008244900231578E+000 -7.925409776735707E+001 -9.008244900231578E+000 -7.925409776735707E+001 -9.008244900231578E+000 -7.925409776735707E+001 
2.035000000000000E+009 -8.837971502525660E+000 -7.992330479483312E+001 -8.837971502525660E+000 -7.992330479483312E+001 -8.837971502525660E+000 -7.992330479483312E+001 -8.837971502525660E+000 -7.992330479483312E+001 
2.040000000000000E+009 -8.658942662772654E+000 -8.089004573776663E+001 -8.658942662772654E+000 -8.089004573776663E+001 -8.658942662772654E+000 -8.089004573776663E+001 -8.658942662772654E+000 -8.089004573776663E+001 
2.045000000000000E+009 -8.476579963188664E+000 -8.208104813176183E+001 -8.476579963188664E+000 -8.208104813176183E+001 -8.476579963188664E+000 -8.208104813176183E+001 -8.476579963188664E+000 -8.208104813176183E+001 
2.050000000000000E+009 -8.278932920381406E+000 -8.346082088788384E+001 -8.278932920381406E+000 -8.346082088788384E+001 -8.278932920381406E+000 -8.346082088788384E+001 -8.278932920381406E+000 -8.346082088788384E+001 
2.055000000000000E+009 -8.062821335176244E+000 -8.516649244945461E+001 -8.062821335176244E+000 -8.516649244945461E+001 -8.062821335176244E+000 -8.516649244945461E+001 -8.062821335176244E+000 -8.516649244945461E+001 
2.060000000000000E+009 -7.858405827978430E+000 -8.734507934950949E+001 -7.858405827978430E+000 -8.734507934950949E+001 -7.858405827978430E+000 -8.734507934950949E+001 -7.858405827978430E+000 -8.734507934950949E+001 
2.065000000000000E+009 -7.699189026607638E+000 -8.983798162191705E+001 -7.699189026607638E+000 -8.983798162191705E+001 -7.699189026607638E+000 -8.983798162191705E+001 -7.699189026607638E+000 -8.983798162191705E+001 
2.070000000000000E+009 -7.590938722219614E+000 -9.246382314890290E+001 -7.590938722219614E+000 -9.246382314890290E+001 -7.590938722219614E+000 -9.246382314890290E+001 -7.590938722219614E+000 -9.246382314890290E+001 
2.075000000000000E+009 -7.503095003440215E+000 -9.503397941045341E+001 -7.503095003440215E+000 -9.503397941045341E+001 -7.503095003440215E+000 -9.503397941045341E+001 -7.503095003440215E+000 -9.503397941045341E+001 
2.080000000000000E+009 -7.419704821864703E+000 -9.771844156850358E+001 -7.419704821864703E+000 -9.771844156850358E+001 -7.419704821864703E+000 -9.771844156850358E+001 -7.419704821864703E+000 -9.771844156850358E+001 
2.085000000000000E+009 -7.355265690292248E+000 -1.005578037577110E+002 -7.355265690292248E+000 -1.005578037577110E+002 -7.355265690292248E+000 -1.005578037577110E+002 -7.355265690292248E+000 -1.005578037577110E+002 
2.090000000000000E+009 -7.317572133680633E+000 -1.035529351417259E+002 -7.317572133680633E+000 -1.035529351417259E+002 -7.317572133680633E+000 -1.035529351417259E+002 -7.317572133680633E+000 -1.035529351417259E+002 
2.095000000000000E+009 -7.315542111237171E+000 -1.066267683157029E+002 -7.315542111237171E+000 -1.066267683157029E+002 -7.315542111237171E+000 -1.066267683157029E+002 -7.315542111237171E+000 -1.066267683157029E+002 
2.100000000000000E+009 -7.346872571968659E+000 -1.097681895711866E+002 -7.346872571968659E+000 -1.097681895711866E+002 -7.346872571968659E+000 -1.097681895711866E+002 -7.346872571968659E+000 -1.097681895711866E+002 
2.105000000000000E+009 -7.408977815464549E+000 -1.128801548460160E+002 -7.408977815464549E+000 -1.128801548460160E+002 -7.408977815464549E+000 -1.128801548460160E+002 -7.408977815464549E+000 -1.128801548460160E+002 
2.110000000000000E+009 -7.490583212036948E+000 -1.159572406748411E+002 -7.490583212036948E+000 -1.159572406748411E+002 -7.490583212036948E+000 -1.159572406748411E+002 -7.490583212036948E+000 -1.159572406748411E+002 
2.115000000000000E+009 -7.576563108759895E+000 -1.190418191070794E+002 -7.576563108759895E+000 -1.190418191070794E+002 -7.576563108759895E+000 -1.190418191070794E+002 -7.576563108759895E+000 -1.190418191070794E+002 
2.120000000000000E+009 -7.671740421353213E+000 -1.222606951044709E+002 -7.671740421353213E+000 -1.222606951044709E+002 -7.671740421353213E+000 -1.222606951044709E+002 -7.671740421353213E+000 -1.222606951044709E+002 
2.125000000000000E+009 -7.782351441107487E+000 -1.256839316309333E+002 -7.782351441107487E+000 -1.256839316309333E+002 -7.782351441107487E+000 -1.256839316309333E+002 -7.782351441107487E+000 -1.256839316309333E+002 
