1.95E+09,-3.06E+00
1.96E+09,-3.11E+00
1.96E+09,-3.18E+00
1.97E+09,-3.25E+00
1.97E+09,-3.31E+00
1.98E+09,-3.37E+00
1.98E+09,-3.43E+00
1.99E+09,-3.50E+00
1.99E+09,-3.56E+00
2.00E+09,-3.62E+00
2.00E+09,-3.69E+00
2.01E+09,-3.74E+00
2.01E+09,-3.78E+00
2.02E+09,-3.82E+00
2.02E+09,-3.86E+00
2.03E+09,-3.89E+00
2.03E+09,-3.91E+00
2.04E+09,-3.93E+00
2.04E+09,-3.94E+00
2.05E+09,-3.94E+00
2.05E+09,-3.93E+00
2.06E+09,-3.92E+00
2.06E+09,-3.90E+00
2.07E+09,-3.87E+00
2.07E+09,-3.84E+00
2.08E+09,-3.81E+00
2.08E+09,-3.77E+00
2.09E+09,-3.74E+00
2.09E+09,-3.71E+00
2.10E+09,-3.69E+00
2.10E+09,-3.67E+00
2.11E+09,-3.65E+00
2.11E+09,-3.63E+00
2.12E+09,-3.61E+00
2.12E+09,-3.59E+00
2.13E+09,-3.57E+00
2.13E+09,-3.54E+00
2.14E+09,-3.52E+00
2.14E+09,-3.51E+00
2.15E+09,-3.51E+00
2.15E+09,-3.52E+00
2.16E+09,-3.52E+00
2.16E+09,-3.54E+00
2.17E+09,-3.57E+00
2.17E+09,-3.61E+00
2.18E+09,-3.65E+00
2.18E+09,-3.70E+00
2.19E+09,-3.73E+00
2.19E+09,-3.76E+00
2.20E+09,-3.79E+00
2.20E+09,-3.81E+00
2.21E+09,-3.84E+00
2.21E+09,-3.84E+00
2.22E+09,-3.84E+00
2.22E+09,-3.84E+00
2.23E+09,-3.83E+00
2.23E+09,-3.81E+00
2.24E+09,-3.80E+00
2.24E+09,-3.78E+00
2.25E+09,-3.76E+00
2.25E+09,-3.74E+00
2.26E+09,-3.74E+00
2.26E+09,-3.74E+00
2.27E+09,-3.74E+00
2.27E+09,-3.75E+00
2.28E+09,-3.76E+00
2.28E+09,-3.76E+00
2.29E+09,-3.77E+00
2.29E+09,-3.79E+00
2.30E+09,-3.81E+00
2.30E+09,-3.85E+00
